4P_Order,Order_date,Shipping_date,Shipping_revenues,Shipping_cost,Carrier Class,TRK,weight,zip,order_total,Ins
44685,2019-08-06,2019-08-07,15.94,11.07,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW98737153,1,95322,72.94,57
44687,2019-08-06,2019-08-07,11.71,8.13,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW97097105,1,27713,39.7,27.99
44688,2019-08-06,2019-08-07,11.71,8.13,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW98748883,1.06,32726,69.71,58
44689,2019-08-06,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.5,50131,88.9,85
44690,2019-08-06,2019-08-07,11.94,8.29,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW98333240,1.44,7310,39.93,27.99
44691,2019-08-06,2019-08-07,22.02,15.29,UPS/UPS 3 Day Select,1Z1A1V711295403179,0.81,84047,80.02,58
44692,2019-08-06,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0,29707,33.89,29.99
44699,2019-08-06,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.56,80503,42.88,38.98
44703,2019-08-06,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.75,29449,122.9,119
44711,2019-08-06,2019-08-07,37.57,26.09,UPS/UPS 2nd Day Air,1Z1A1V710299456026,1.19,99504,127.56,89.99
44716,2019-08-06,2019-08-07,12.87,8.94,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW96382398,3.75,43203,290.87,278
44717,2019-08-06,2019-08-07,13.09,9.09,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW98962310,1.31,98144,67.07,53.98
44718,2019-08-06,2019-08-07,16.69,11.59,UPS/UPS Ground,1Z1A1V710399073876,2.63,20011,284.68,267.99
44719,2019-08-06,2019-08-07,14.79,10.27,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW96082926,1.44,49837,39.98,27.99
44720,2019-08-06,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.75,78744,52.9,49
44722,2019-08-06,2019-08-07,17.28,12,UPS/UPS Ground,1Z1A1V710398899610,1.25,94102,191.28,174
44723,2019-08-06,2019-08-07,11.61,8.06,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW99197566,4,35405,150.55,138.94
44724,2019-08-06,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,1,94597,111,119
44725,2019-08-06,2019-08-07,11.71,8.13,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW99235443,1.88,27604,95.36,92.95
44726,2019-08-06,2019-08-07,11.97,8.31,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW95567306,4.5,28120,239.87,227.9
44728,2019-08-06,2019-08-07,15.44,10.72,UPS/UPS 3 Day Select,1Z1A1V711299114340,4,75201,313.41,297.97
44729,2019-08-06,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0,74008,12.9,9
44730,2019-08-06,2019-08-07,11.71,8.13,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW99820079,1.81,45419,96.7,99.99
44731,2019-08-06,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.5,8084,50.88,46.98
44734,2019-08-06,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.25,37931,21.9,20
44732,2019-08-06,2019-08-07,39.92,27.72,UPS/UPS 2nd Day Air,1Z1A1V710298958718,2.81,98252,133.52,104
44733,2019-08-06,2019-08-07,17.11,11.88,UPS/UPS 2nd Day Air,1Z1A1V710299775691,2.81,2118,105.03,87.92
44735,2019-08-06,2019-08-07,14,9.98,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW96712405,5,74104,317.97,303.97
44736,2019-08-06,2019-08-07,37.66,26.15,UPS/UPS Next Day Air,1Z1A1V710199762456,0,39402,60.65,22.99
44737,2019-08-06,2019-08-07,13.25,9.2,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW99622220,2.13,80231,198.25,185
44738,2019-08-07,2019-08-07,40.48,28.11,UPS/UPS Next Day Air,1Z1A1V710196304590,1,63367,136.47,95.99
44739,2019-08-07,2019-08-07,13.69,9.51,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW98472251,5,33896,112.66,98.97
44740,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.63,8904,60.87,56.97
44742,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.63,28152,49.89,45.99
44743,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.5,60607,68.9,65
44744,2019-08-07,2019-08-07,22.71,15.77,UPS/UPS 2nd Day Air,1Z1A1V710296922036,1.63,1752,62.67,39.96
44745,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.38,94102,18.89,14.99
44754,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.75,89052,122.9,119
44746,2019-08-07,2019-08-07,48.07,21.63,UPS/UPS Ground,1Z1A1V710397111828,55.56,33713,604.84,622.97
44747,2019-08-07,2019-08-07,12.77,8.29,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW95147359,2,19026,96.72,83.95
44748,2019-08-07,2019-08-07,13.33,9.26,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW99129139,5,20024,139.27,125.94
44749,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.63,66204,28.88,24.98
44751,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.13,91605,21.9,20
44752,2019-08-07,2019-08-07,22.71,15.77,UPS/UPS 2nd Day Air,1Z1A1V710295345984,1.31,78752,166.71,144
44757,2019-08-07,2019-08-07,43.88,30.47,UPS/UPS Next Day Air,1Z1A1V710197070260,1.75,13790,148.88,105
44759,2019-08-07,2019-08-07,22.71,15.77,UPS/UPS 2nd Day Air,1Z1A1V710296376976,2.25,21205,108.7,85.99
44760,2019-08-07,2019-08-07,41.34,28.71,UPS/UPS Next Day Air,1Z1A1V710199134385,0.75,1027,140.34,99
44761,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.31,28214,33.89,29.99
44762,2019-08-07,2019-08-07,15.57,10.81,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW98415321,1.06,50070,56.52,40.95
44763,2019-08-07,2019-08-07,28.7,19.93,UPS/UPS 2nd Day Air,1Z1A1V710296497649,1.13,89117,147.69,118.99
44764,2019-08-07,2019-08-07,11.94,8.29,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW98760181,1.88,10019,69.93,57.99
44765,2019-08-07,2019-08-07,16.7,11.6,UPS/UPS Ground,1Z1A1V710395380514,0.69,33180,97.69,80.99
44766,2019-08-07,2019-08-07,12.87,8.94,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW97401418,3,33747,72.85,59.98
44767,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0,48363,15.89,11.99
44768,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0,33417,30,29
44770,2019-08-07,2019-08-07,38.66,15.58,UPS/UPS Ground,1Z1A1V710395076237,49.63,35243,470.65,479.99
44771,2019-08-07,2019-08-07,11.94,8.29,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW99696544,2,19148,91.93,79.99
44772,2019-08-07,2019-08-07,10.41,7.23,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW96969120,1,23462,41.39,30.98
44773,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,1,28560,68.9,65
44774,2019-08-07,2019-08-07,14,9.72,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW97173497,4,2125,142,128
44776,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.13,11221,13.89,9.99
44777,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.56,30022,15,9.99
44778,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.56,36605,13.89,9.99
44779,2019-08-07,2019-08-07,12.12,11.6,UPS/UPS Ground,1Z1A1V710399431489,0.25,27703,26.1,13.98
44780,2019-08-07,2019-08-07,12.77,8.87,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW98737895,2.5,55401,150.74,137.97
44781,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.5,13210,26.89,22.99
44782,2019-08-07,2019-08-07,16.1,11.18,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW96557815,4.31,94114,248.05,231.95
44783,2019-08-07,2019-08-07,18.88,15.81,UPS/UPS 2nd Day Air,1Z1A1V710299992474,1.38,90034,89.8,70.92
44784,2019-08-07,2019-08-07,10.31,7.16,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW98986661,3,36111,60.3,49.99
44785,2019-08-07,2019-08-07,13.44,8.87,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW98119848,2.31,77044,152.38,138.94
44786,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.38,20770,25.88,21.98
44787,2019-08-07,2019-08-07,11.71,8.13,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW96989377,1.19,34786,101.7,89.99
44788,2019-08-07,2019-08-07,17.47,12.13,UPS/UPS Ground,1Z1A1V710395763333,5,60660,359.4,341.93
44789,2019-08-07,2019-08-07,12.28,8.53,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW97577284,2.5,43203,114.26,101.98
44790,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.5,94103,62.89,58.99
44791,2019-08-07,2019-08-07,11.94,8.29,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW95144923,1.94,7030,47.9,35.96
44792,2019-08-07,2019-08-07,12.28,8.53,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW99444057,2,21040,80.23,67.95
44793,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0,32309,53.89,49.99
44817,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.5,8075,52.9,49
44794,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.63,43201,39.86,35.96
44795,2019-08-07,2019-08-07,10.09,7.01,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW99593968,2,35022,147.05,136.96
44796,2019-08-07,2019-08-07,10.97,7.62,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW98797508,1.06,31520,47.46,32.97
44797,2019-08-07,2019-08-07,63.39,42,UPS/UPS Ground,1Z1A1V710395630360,6.94,926,263.25,199.86
44798,2019-08-07,2019-08-07,11.94,8.29,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW99787704,1.5,7003,119.91,107.97
44799,2019-08-07,2019-08-07,28.11,21.7,UPS/UPS 3 Day Select,1Z1A1V711298184866,5.06,80205,201.08,172.97
44800,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0,91307,33.89,29.99
44801,2019-08-07,2019-08-07,16.69,11.59,UPS/UPS Ground,1Z1A1V710399135577,1,19067,49.67,32.98
44802,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.19,10011,12.89,8.99
44803,2019-08-07,2019-08-07,10.09,7.01,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW95357533,1,28278,33.07,22.98
44804,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,1,42038,13.89,9.99
44848,2019-08-07,2019-08-07,16.69,11.59,UPS/UPS Ground,1Z1A1V710391103160,2.31,27127,116.92,117.92
44805,2019-08-07,2019-08-07,15.29,10.62,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW98317553,3.81,94102,246.24,230.95
44806,2019-08-07,2019-08-07,16.7,11.6,UPS/UPS Ground,1Z1A1V710397190430,1,87123,66.68,49.98
44807,2019-08-07,2019-08-07,22.71,15.77,UPS/UPS 2nd Day Air,1Z1A1V710296812655,2,60614,95.66,72.95
44808,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,1,75217,23.88,19.98
44809,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,1,33527,23.89,19.99
44810,2019-08-07,2019-08-07,15.29,10.62,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW97822606,4,98106,87.26,71.97
44811,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.81,77007,33.87,29.97
44812,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.44,95821,26.89,22.99
44813,2019-08-07,2019-08-07,13.09,9.09,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW94345299,1.56,97230,94.02,80.93
44814,2019-08-07,2019-08-07,16.37,11.37,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW95638748,5.19,91739,148.3,131.93
44815,2019-08-07,2019-08-07,11.94,8.29,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW99348429,1.69,77004,70.91,58.97
44816,2019-08-07,2019-08-07,13.09,9.09,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW98586790,1,91607,103.08,89.99
44818,2019-08-07,2019-08-07,11.71,8.13,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW90578456,1.19,45230,56.68,44.97
44819,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.56,78201,23.87,19.97
44820,2019-08-07,2019-08-07,12.77,8.87,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW97653316,2,61265,170.77,158
44821,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.63,2062,43.89,39.99
44822,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.5,98273,62.89,58.99
44823,2019-08-07,2019-08-07,11.71,8.13,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW98323000,1.19,24401,101.7,89.99
44824,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.25,33618,23.88,19.98
44825,2019-08-07,2019-08-07,18.55,12,UPS/UPS Ground,1Z1A1V710393031118,1.88,98028,188.52,169.97
44826,2019-08-07,2019-08-07,10.97,7.62,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW96247758,1.88,32205,219.96,208.99
44827,2019-08-07,2019-08-07,15.08,10.28,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW95623165,7,76112,202.99,187.91
44828,2019-08-07,2019-08-07,13.09,9.09,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW97696913,1,94915,90.05,76.96
44829,2019-08-07,2019-08-07,16.32,7.93,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW97064202,2.13,32583,97.25,80.93
44830,2019-08-07,2019-08-07,17.16,11.07,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW96537908,1.25,89423,137.12,119.96
44831,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.19,76012,13.89,9.99
44832,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.75,90250,74.88,70.98
44833,2019-08-07,2019-08-07,12.12,8.42,UPS/UPS Ground,1Z1A1V710392282402,1.44,97250,80.07,67.95
44834,2019-08-07,2019-08-07,12.87,8.94,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW99468586,1.19,84103,77.86,64.99
44835,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.75,31405,57.11,48.98
44836,2019-08-07,2019-08-07,11.94,7.53,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW95298839,1,1752,33.91,21.97
44837,2019-08-07,2019-08-07,11.94,8.29,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW98421529,1,8753,101.93,89.99
44838,2019-08-07,2019-08-07,12.87,8.94,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW92327222,1,85016,87.84,74.97
44839,2019-08-07,2019-08-07,12.77,8.87,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW97102045,2,6705,174.73,161.96
44840,2019-08-07,2019-08-07,12.28,8.94,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW99841770,3.06,48237,78.23,65.95
44949,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.5,33897,62.89,58.99
44841,2019-08-07,2019-08-07,22.71,15.77,UPS/UPS 2nd Day Air,1Z1A1V710293663410,1,32210,118.69,95.98
44842,2019-08-07,2019-08-07,0,12.59,UPS/UPS Ground,1Z1A1V710398007547,5.81,2118,0,0
44843,2019-08-07,2019-08-07,17.88,12.42,UPS/UPS Ground,1Z1A1V710399583413,2.69,89044,137.84,119.96
44844,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0,10065,39.6,42
44845,2019-08-07,2019-08-07,15.67,10.88,UPS/UPS 2nd Day Air,1Z1A1V710298784496,0,10018,47.65,31.98
44846,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0,85705,12.89,8.99
44849,2019-08-07,2019-08-07,10.09,7.01,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW98404879,1,30127,103.77,85.99
44850,2019-08-07,2019-08-07,11.94,8.29,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW99739462,1,1020,97.93,85.99
44847,2019-08-07,2019-08-07,11.94,8.29,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW99314143,1.19,55344,97.93,85.99
44851,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0,90802,33.89,29.99
44852,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.5,29063,38.85,34.95
44853,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.63,95918,28.9,25
44854,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,1,20011,25.88,21.98
44855,2019-08-07,2019-08-07,11.71,8.13,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW98057441,1.44,23504,112.69,100.98
44856,2019-08-07,2019-08-07,20.45,13.82,UPS/UPS Ground,1Z1A1V710396838975,11,80903,340.35,319.9
44857,2019-08-07,2019-08-07,24.38,16.86,UPS/UPS Ground,1Z1A1V710396664037,15,61772,292.36,267.98
44858,2019-08-07,2019-08-07,12.87,8.94,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW92825345,4,20009,121.87,109
44859,2019-08-07,2019-08-07,13.09,9.09,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW96218726,2,98106,77.05,63.96
44860,2019-08-07,2019-08-07,12.87,9.49,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW96735873,3,83402,135.74,122.87
44861,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0,35124,48.84,44.94
44890,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,1,87111,43.89,39.99
44862,2019-08-07,2019-08-07,18.88,13.11,UPS/UPS 2nd Day Air,1Z1A1V710297354210,1,92821,48.85,29.97
44863,2019-08-07,2019-08-07,12.77,8.87,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW97060091,3,77706,62.76,49.99
44864,2019-08-07,2019-08-07,11.94,7.15,UPS/UPS SurePost Less than 1 lb,1Z1A1V71YN99595115,0.81,55105,38.92,26.98
44865,2019-08-07,2019-08-07,33.44,23.22,UPS/UPS Next Day Air,1Z1A1V710196318021,1,33122,72.43,38.99
44866,2019-08-07,2019-08-07,11.71,8.13,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW96032168,1,43068,97.7,85.99
44867,2019-08-07,2019-08-07,11.61,8.06,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW96228993,3.81,32068,83.58,71.97
44868,2019-08-07,2019-08-07,12.28,8.53,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW95911737,3,44102,62.27,49.99
44869,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.75,27360,25.88,21.98
44870,2019-08-07,2019-08-07,17.08,12.18,UPS/UPS Ground,1Z1A1V710398019883,4.13,17104,137.02,119.94
44871,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0,85705,23.88,19.98
44872,2019-08-07,2019-08-07,16.69,11.59,UPS/UPS Ground,1Z1A1V710397762787,1.75,20009,68.03,78.99
44873,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.5,27360,13.89,9.99
44874,2019-08-07,2019-08-07,12.28,8.13,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW99987720,1.44,60432,72.24,59.96
44875,2019-08-07,2019-08-07,16.7,11.6,UPS/UPS Ground,1Z1A1V710395949679,1.44,11755,165.68,148.98
44891,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.31,50327,22.88,18.98
44877,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.69,32807,23.88,19.98
44878,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.56,14609,27.89,23.99
44879,2019-08-07,2019-08-07,11.94,8.42,UPS/UPS Ground,1Z1A1V710392282939,1.44,14620,75.88,63.94
44880,2019-08-07,2019-08-07,22.71,15.77,UPS/UPS 2nd Day Air,1Z1A1V710298633783,1.31,10019,80.71,58
44881,2019-08-07,2019-08-07,29.45,20.45,UPS/UPS 2nd Day Air,1Z1A1V710294799675,1.63,32563,165.43,135.98
44882,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.13,75233,13.89,9.99
44883,2019-08-07,2019-08-07,28.76,19.97,UPS/UPS 2nd Day Air,1Z1A1V710290258702,7.69,79404,451.69,422.93
44892,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.38,84102,13.89,9.99
44893,2019-08-07,2019-08-07,12.77,8.87,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW99863407,3,4103,62.76,49.99
44884,2019-08-07,2019-08-07,16.7,11.6,UPS/UPS Ground,1Z1A1V710392570789,2,14202,72.66,55.96
44885,2019-08-07,2019-08-07,15.29,10.62,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW96486115,3.63,90048,110.22,94.93
44886,2019-08-07,2019-08-07,19.4,13.47,UPS/UPS Ground,1Z1A1V710394842900,6,84108,180.34,160.94
44887,2019-08-07,2019-08-07,17.28,12,UPS/UPS Ground,1Z1A1V710390154330,1.19,94954,103.27,85.99
44888,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.31,98146,33.89,29.99
44889,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.13,94103,14.89,10.99
44895,2019-08-07,2019-08-07,12.77,8.87,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW97734069,3,11249,131.75,118.98
44896,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.38,12758,21.88,17.98
44897,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.44,89117,26.89,22.99
44898,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.56,84010,13.89,9.99
44900,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.94,43212,23.88,19.98
44901,2019-08-07,2019-08-07,25.46,17.68,UPS/UPS 3 Day Select,1Z1A1V711292330306,5.63,18104,110.46,85
44902,2019-08-07,2019-08-07,10.31,7.16,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW99318309,3,30318,65.12,49.99
44903,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.56,55417,40.88,36.98
44904,2019-08-07,2019-08-07,14,9.98,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW96688906,5.38,74006,173.94,159.94
44905,2019-08-07,2019-08-07,27.58,19.15,UPS/UPS Next Day Air,1Z1A1V710196634626,1.5,28803,156.58,129
44906,2019-08-07,2019-08-07,13.09,9.94,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW98376016,2.06,94109,53.08,39.99
44907,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.94,90069,28.87,24.97
44908,2019-08-07,2019-08-07,11.94,8.29,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW94944794,1.44,78660,39.93,27.99
44909,2019-08-07,2019-08-07,15.29,9.94,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW94544743,2.56,97006,188.25,172.96
44910,2019-08-07,2019-08-07,12.12,8.42,UPS/UPS Ground,1Z1A1V710393866351,1.75,15202,74.07,61.95
44911,2019-08-07,2019-08-07,13.09,9.09,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW95692804,1.31,94109,63.08,49.99
44912,2019-08-07,2019-08-07,13.69,9.51,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW96264631,5.63,15212,171.61,157.92
44913,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.31,27583,33.89,29.99
44914,2019-08-07,2019-08-07,11.94,8.29,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW96951077,1.19,77382,97.93,85.99
44915,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,1,11204,13.89,9.99
44916,2019-08-07,2019-08-07,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,1,92803,43.88,39.98
44917,2019-08-07,2019-08-07,11.94,7.53,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW96804397,1,75248,85.91,73.97
44918,2019-08-07,2019-08-07,15.67,10.88,UPS/UPS 2nd Day Air,1Z1A1V710298713204,1,79404,80.67,65
44950,2019-08-07,2019-08-07,16.7,11.59,UPS/UPS Ground,1Z1A1V710390615270,1,37934,65.65,48.95
44919,2019-08-07,2019-08-07,16.69,11.59,UPS/UPS Ground,1Z1A1V710396136349,0.81,94109,28.68,11.99
